name,address,phone,website,rating,reviewsCount,category,hours,reviews,isSponsored,url
"The Dent Care Dental Clinic","Plot No 822, Basement, SB Aesthetics, Sector 42 Main Road, Golf Course Rd, Gurugram, Haryana 122009","085957 46221","https://thedentcare.com/","5","57","Dental clinic","Tuesday10 am–6 pmWednesday10 am–6 pmThursday10 am–6 pmFriday10 am–6 pmSaturday10 am–6 pmSundayClosedMonday10 am–6 pmSuggest new hours","[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Dr+Kapur%E2%80%99s+Crowns+and+Canals+Dental+%7C+Pain+free+dental+treatment+%7C+Dentist+in+Gurgaon+%7C+Dentist+near+me/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d19ada16b802b:0xb88a51496e9b60e8!8m2!3d28.4278371!4d77.0810169!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWOaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlBhR1JJUW1abkVBReABAPoBBQjlAhBG!16s%2Fg%2F11ggr57nhk"
"Dr Kapur’s Crowns and Canals Dental | Pain free dental treatment | Dentist in Gurgaon | Dentist near me","1640, Sector 57 Rd, near Artemis Hospital Road, opposite Goodluck Society, Block H, Sector 57, Gurugram, Haryana 122003","097299 00001","http://www.crownsandcanalsdental.com/","4.9","948","Dental clinic","","[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/%F0%9D%90%82%F0%9D%90%83%F0%9D%90%82+-+%F0%9D%90%82%F0%9D%90%A8%F0%9D%90%AC%F0%9D%90%A6%F0%9D%90%A8%F0%9D%90%9D%F0%9D%90%A8%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%AD+%F0%9D%90%83%F0%9D%90%9E%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%A5+%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%9D+%F0%9D%90%88%F0%9D%90%A6%F0%9D%90%A9%F0%9D%90%A5%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%AD+%F0%9D%90%82%F0%9D%90%9E%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%AB%F0%9D%90%9E+%7C+Dentist+in+Gurgaon+%7C+Best+Dental+Clinic+in+Gurgaon/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d18c52a70f46b:0x138f6f6cb20e26c9!8m2!3d28.4616752!4d77.0881457!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F1q67fkky0"
"𝐂𝐃𝐂 - 𝐂𝐨𝐬𝐦𝐨𝐝𝐨𝐧𝐭𝐢𝐬𝐭 𝐃𝐞𝐧𝐭𝐚𝐥 𝐚𝐧𝐝 𝐈𝐦𝐩𝐥𝐚𝐧𝐭 𝐂𝐞𝐧𝐭𝐫𝐞 | Dentist in Gurgaon | Best Dental Clinic in Gurgaon","3rd Floor, Supermart 2, 301-D, Block C2, DLF Phase IV, Sector 43, Gurugram, Haryana 122009","099107 70904","https://www.cosmodontistindia.com/","5","903","Dental clinic","Tuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSaturday10 am–8 pmSunday10 am–12 pmMonday10 am–8 pmSuggest new hours","[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Kapoor's+Safe+Hands+Dental+%26+Health+Care+Centre/@28.4451906,77.069635,14z/data=!3m1!5s0x390d18d78824e017:0x638297b345317bd4!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d18c7597cea3d:0xaf787383940cccac!8m2!3d28.4536255!4d77.0829832!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F11hbnb65p4"
"Kapoor's Safe Hands Dental & Health Care Centre","C - 1533, Vyapar Kendra Rd, opp. ROF Portico Mall, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","088027 00432","https://kapoorsafehandsdental.com/","5","141","Dental clinic","Tuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSaturday10 am–8 pmSunday10 am–8 pmMonday10 am–8 pmSuggest new hours","[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Dr.+Khullar's+Dental+Clinic/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d18b4f1da9da9:0x67e507f4b7e0f46b!8m2!3d28.4452509!4d77.1012308!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F11g6m1h3pg"
"Fab32 Dental Clinic","C392, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","098914 59861","http://www.fab32dental.com/","4.9","255","Dentist","","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Fab32+Dental+Clinic/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d18f0c5b5081d:0xb3eb2f173a632e7!8m2!3d28.4553006!4d77.0837841!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBB2RlbnRpc3TgAQA!16s%2Fg%2F11dxsrxgr0"
"DR SHEENA","PLOT NO 1308, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","085698 64255","","5","18","Dental clinic","Tuesday11 am–7 pmWednesday11 am–7 pmThursday11 am–7 pmFriday11 am–7 pmSaturday11 am–7 pmSunday10 am–3 pmMonday11 am–7 pm","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/DR+SHEENA/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d195d724ddfb1:0x6850f6928a90c3e0!8m2!3d28.4485486!4d77.0824728!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWOaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTVkMlJRVDI1M1JSQULgAQD6AQUIoQEQPw!16s%2Fg%2F11l339_mcd"
"Muskaan Dentals","Number 1, Villa Ardee City Near Gate, B1/01, Palm Grv Hts Dr, Sector 52, Gurugram, Haryana 122001","094949 47304","https://muskaandentals.com/","4.9","137","Dental clinic","Tuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSaturday10 am–8 pmSundayClosedMonday10 am–8 pm","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Muskaan+Dentals/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d1957194ac0fd:0x2cff5ea138b12fca!8m2!3d28.4420122!4d77.0800811!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F11txlpp_rc"
"DR GOEL'S DENTAL CENTRE","Shop No.4, Central Avenue Rd, South City I, Sector 41, Gurugram, Haryana 122001","085272 22788","https://www.drgoeldentalclinic.com/","4.9","129","Dentist","","[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/DR+GOEL'S+DENTAL+CENTRE/@28.4451906,77.069635,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d18f125fc642b:0x49f8da616fcb27aa!8m2!3d28.4570849!4d77.0631072!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F12hxh56jm"
"World of Dental aesthetics","62, Sector 43, Gurugram, Haryana 122009","","http://www.worldofdentalaesthetics.com/","4.9","237","Dental school","Tuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSaturday9 am–8 pmSundayClosedMonday9 am–8 pm","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/World+of+Dental+aesthetics/@28.4570849,77.0249984,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d1954895d2d33:0x4520dbd886a37027!8m2!3d28.4604723!4d77.0933147!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9zY2hvb2yaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVUm5NRmxIUW1SQkVBReABAPoBBAgAEEk!16s%2Fg%2F11kjcm0fcz"
"ALVEO DENTAL CLINIC","SPO 225, 2nd floor, Office block DLF South Point Mall, Golf Course Rd, Sector 53, Gurugram, Haryana 122011","096253 51212","https://alveodental.com/","4.8","403","Dentist","","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/ALVEO+DENTAL+CLINIC/@28.4570849,77.0249984,14z/data=!3m1!5s0x390d18b45a1fdced:0x860ae9727251f530!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d19bfbdd0ff15:0x74958d2698e77457!8m2!3d28.4478541!4d77.0991856!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F11h2hmxg2x"
"Sure Smyle Dental Clinic | Best Invisalign Provider","House No. 2/16, Ground Floor, D- block, Ardee City, Sector-52, Gurugram, Haryana 122003","099998 78380","https://www.suresmyledental.com/","4.9","181","Dental clinic","Tuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSaturday10 am–8 pmSunday10 am–2 pmMonday10 am–8 pmSuggest new hours","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","false","https://www.google.com/maps/place/Sure+Smyle+Dental+Clinic+%7C+Best+Invisalign+Provider/@28.4570849,77.0249984,14z/data=!4m11!1m3!2m2!1ssearch+query+dentist+Gurgaon+sector+43!6e1!3m6!1s0x390d1890c22a16c3:0xc87067544c3cd2ca!8m2!3d28.438564!4d77.0724671!15sCiZzZWFyY2ggcXVlcnkgZGVudGlzdCBHdXJnYW9uIHNlY3RvciA0M1ooIiZzZWFyY2ggcXVlcnkgZGVudGlzdCBndXJnYW9uIHNlY3RvciA0M5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F11c0xhcs7n"
