name,address,phone,website,rating,reviewsCount,category,hours,reviews,isSponsored,url
"Corwhite Solutions Pvt Ltd","Unit - 23A,B Ground Floor, Tower B2, SPAZE ITECH PARK, Badshahpur Sohna Rd, Sector 49, Gurugram, Haryana 122018","","http://www.corwhite.com/","4.1","4","Software company","Wednesday10 am–7 pmSuggest new hours","","false","https://www.google.com/maps/place/Corwhite+Solutions+Pvt+Ltd/@28.4587186,77.0008618,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d229af8f7d3ab:0x9a2830985683fedd!8m2!3d28.4126859!4d77.0438551!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBEHNvZnR3YXJlX2NvbXBhbnmaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRXVDJWVVdYUlRNRFZzWlVSQ1UwOVlVVFJaTWxKTldrVldSMWRWUlJBQuABAPoBBAhZEEM!16s%2Fg%2F11c2nkj7w2"
"Chartered Accountant CA Deepak Gupta","CA Deepak Gupta, Sapphire 83 Mall, F-169, Vatika Rd, Sector 83, Gurugram, Haryana 122012","099532 47610","","4.8","4","Chartered accountant","Wednesday11 am–8:30 pmSuggest new hours","","false","https://www.google.com/maps/place/Chartered+Accountant+CA+Deepak+Gupta/@28.4587186,77.0008618,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d3dbdc9db3b37:0x169a26935428730c!8m2!3d28.3928034!4d76.9674189!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJYY25GMU1FdFJFQUXgAQD6AQQIABBJ!16s%2Fg%2F11gtcf6f0s"
"TAXO Online","Plot no. 9, Astrazure E Ventures Pvt. Ltd, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","072898 00700","http://taxo.online/","4.7","4","Tax consultant","Wednesday9 am–6 pm","","false","https://www.google.com/maps/place/TAXO+Online/@28.3928034,76.8912012,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d18c10df10f21:0x8e499d0e8eaafcfc!8m2!3d28.4540754!4d77.0829927!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDnRheF9jb25zdWx0YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5vY1dabVQxVlJFQUXgAQD6AQQIABA0!16s%2Fg%2F11sm8q81hc"
"Uniqey by JJ Tax","Unit no. 208, TOWER-B, Spaze Buziness Park, Badshahpur, Sector 66, Gurugram, Haryana 122101","093108 54724","https://uniqey.in/","4.8","4","Legal services","Wednesday9:30 am–5:30 pm","","false","https://www.google.com/maps/place/Uniqey+by+JJ+Tax/@28.3928034,76.8912012,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d23e70f8f1e0b:0x4cd50e85ee1f386b!8m2!3d28.403898!4d77.0589839!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGZpbmFuY2lhbF9jb25zdWx0YW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1c1JrMVRNVEpPVlRWT1V6QldlR051VG5SVWExbzFVa1JGTVdSRlJSQULgAQD6AQQIABBH!16s%2Fg%2F11m26_3cyp"
"Ebooks cruncher","286, Trihaya Mandir Luthra Farm, Rajokri, Delhi 110038","088001 20988","","4.8","4","Tax preparation service","Wednesday10 am–6 pmSuggest new hours","","false","https://www.google.com/maps/place/Ebooks+cruncher/@28.403898,76.9827662,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d1f8cb247a199:0xfe508d2c35db63a5!8m2!3d28.5149148!4d77.1167035!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBF3RheF9wcmVwYXJhdGlvbl9zZXJ2aWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDT1RkVVRGQkJFQUXgAQD6AQQITxAu!16s%2Fg%2F11fpklg60c"
"AVC India","390, Behind Om Sweets, near Rishi Public School, Sector 31, Gurugram, Haryana 122001","099992 75999","https://www.avcindia.co.in/","4.8","4","Certified public accountant","Wednesday10 am–7 pmSuggest new hours","","false","https://www.google.com/maps/place/AVC+India/@28.5149148,77.0404858,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d185bc51efe77:0x6c2dc2999d11ccba!8m2!3d28.4543111!4d77.0499375!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBG2NlcnRpZmllZF9wdWJsaWNfYWNjb3VudGFudOABAA!16s%2Fg%2F1tzvtyk5"
"Rebus Consultancy LLP | Best GST and Tax Advisor in Gurugram & Delhi","Office No 2A , Ground Floor, Metro Station, Vatika First India Place, near Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Sarhol, Haryana 122009","091384 77750","https://rebus.co.in/","5","5","Tax consultant","Wednesday10 am–9 pm","","false","https://www.google.com/maps/place/Rebus+Consultancy+LLP+%7C+Best+GST+and+Tax+Advisor+in+Gurugram+%26+Delhi/@28.5149148,77.0404858,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d1f8cddc69d73:0xe4f0382cefb41dc3!8m2!3d28.4795213!4d77.0834736!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDnRheF9jb25zdWx0YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5DYW1GMVJtTlJFQUXgAQD6AQQIbxBG!16s%2Fg%2F11nxv350dk"
"DMCGLOBAL SERVICES LLP","Suite# 45, Ground Floor, JMD MEGAPOLIS, Badshahpur Sohna Rd, Sector 48, Gurugram, Haryana 122018","098182 14570","https://dmcgloballlp.com/","4.9","4","Accounting firm","Wednesday9 am–7 pm","","false","https://www.google.com/maps/place/DMCGLOBAL+SERVICES+LLP/@28.5149148,77.0404858,13z/data=!3m1!5s0x390d18cf5ecb9161:0x4d25980a5c1ec430!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d23d7ea524d01:0x936cf482b58d150d!8m2!3d28.4199891!4d77.0382838!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBD2FjY291bnRpbmdfZmlybZoBI0NoWkRTVWhOTUc5blMwVk1WMmhyTFZjeFgzQkhlbU5SRUFF4AEA-gEECAAQTA!16s%2Fg%2F11q2v4qlxk"
"Expert Advisorz Management Pvt Ltd - Tax & Software Expert Consultant Gurgaon","Unit No. 6, 8th Floor, Welldone Tech Park, Sector 48, Gurugram, Haryana 122018","088607 36513","http://expertadvisorz.com/","4.9","4","Tax consultant","Wednesday9:30 am–6:30 pm","","false","https://www.google.com/maps/place/Expert+Advisorz+Management+Pvt+Ltd+-+Tax+%26+Software+Expert+Consultant+Gurgaon/@28.4199891,76.9620661,13z/data=!3m1!5s0x390d227085c0a009:0xcdeaf89f567892af!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d187287197733:0xd8cb742f95226762!8m2!3d28.4186844!4d77.0383811!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDnRheF9jb25zdWx0YW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVE1TVV0eWVGOTNSUkFC4AEA-gEECD8QLQ!16s%2Fg%2F11c5bgvy9m"
"ASIRE CONSULTING LLP","517, Fifth Floor, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Sarhol, Haryana 122009","098910 91307","https://asireconsulting.com/","4.2","4","Legal services","Wednesday9:30 am–7:30 pmSuggest new hours","","false","https://www.google.com/maps/place/ASIRE+CONSULTING+LLP/@28.4199891,76.9620661,13z/data=!3m1!5s0x390d19268754ce6b:0xda20f9b4fe6148a9!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d23ec02652c1f:0x8d9a5f1204bf692e!8m2!3d28.4785714!4d77.0820784!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDmxlZ2FsX3NlcnZpY2VzmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5xTVZBM1FsaG5FQUXgAQD6AQQIABA5!16s%2Fg%2F11ngsm9_8j"
"CA in Gurgaon | CA Nitin Bhatia & Associates | Chartered accountant in Gurgaon","Office No 12A, 1st Floor, Scottish Mall, Badshahpur Sohna Rd, Gurugram, Haryana 122018","098116 80856","https://www.nbaoffice.com/","5","5","Chartered accountant","Wednesday10 am–8 pm","","false","https://www.google.com/maps/place/CA+in+Gurgaon+%7C+CA+Nitin+Bhatia+%26+Associates+%7C+Chartered+accountant+in+Gurgaon/@28.4199891,76.9620661,13z/data=!3m1!5s0x390d19268754ce6b:0xda20f9b4fe6148a9!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d19c3a0d77b3d:0x60017b7e4e2a0efa!8m2!3d28.4110472!4d77.0414229!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW504AEA!16s%2Fg%2F11h77l8__x"
"CA SHastra","Second Floor, 485/10, near Taneja Hospital, Krishna Colony, Sector 7, Gurugram, Haryana 122001","070151 42881","https://cashastra.in/","5","5","Chartered accountant","Wednesday10 am–7 pm","","false","https://www.google.com/maps/place/CA+SHastra/@28.4199891,76.9620661,13z/data=!3m1!5s0x390d22909bf539cd:0x8f03cb8c231ae53a!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d182a7d3a5555:0xf329e9bfe07f1397!8m2!3d28.4658559!4d77.0134541!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW504AEA!16s%2Fg%2F11rylmty04"
"Tekskilled: Best Online SAP Training and Certification | Central Finance and Accounting","4th Floor, Plot 127, Sector 44, Gurugram, Haryana 122003","084482 23136","","5","5","Educational institution","","","false","https://www.google.com/maps/place/Tekskilled:+Best+Online+SAP+Training+and+Certification+%7C+Central+Finance+and+Accounting/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d19df82b495ed:0x180b108705fa35ea!8m2!3d28.4509956!4d77.0732159!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBF2VkdWNhdGlvbmFsX2luc3RpdHV0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5sZUVsNlVIaEJSUkFC4AEA-gEECAAQLA!16s%2Fg%2F11qb86jflm"
"SS Tax Solutions","3rd Floor, Vipul Trade Centre, Office No, 322, Sohna - Gurgaon Rd, Sector 48, Gurugram, Haryana 122018","070537 04152","","4.9","4","Tax consultant","","","false","https://www.google.com/maps/place/SS+Tax+Solutions/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d19248ec945e9:0xfd940fadf8e4fa59!8m2!3d28.4201535!4d77.0338002!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDnRheF9jb25zdWx0YW504AEA!16s%2Fg%2F11ghncfhr1"
"VSARK & Associates","LGF-128, Indira Colony, Indira Colony 1, Sector 52, Gurugram, Haryana 122003","075034 68436","https://www.vsark.com/","5","5","Chartered accountant","Wednesday10 am–7 pmSuggest new hours","","false","https://www.google.com/maps/place/VSARK+%26+Associates/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d19afc0e05071:0x4909e6b24769ca61!8m2!3d28.439195!4d77.0707142!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW504AEA!16s%2Fg%2F11x6wm3sj9"
"Amit S K Gupta and Co - Best CA in Gurgaon","Also At, CORONA OPTUS, 729, 7th Floor JMD Megapolis Sector 48, Badshahpur Sohna Rd, Sector 37C, Gurugram, Haryana 122018","096543 46350","http://www.askgca.com/","5","5","Chartered accountant","Wednesday9 am–7 pm","","false","https://www.google.com/maps/place/Amit+S+K+Gupta+and+Co+-+Best+CA+in+Gurgaon/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d190df6af9319:0x9f81318f5099174c!8m2!3d28.4194487!4d77.0388156!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW504AEA!16s%2Fg%2F11fq1rfc5h"
"Patron Accounting LLP","Pioneer Urban Square, B109, Golf Course Ext Rd, Sector 62, Gurugram, Ghata, Haryana 122098","094594 56700","http://patronaccounting.com/","4.9","4","Accountant","Wednesday9 am–7 pm","","false","https://www.google.com/maps/place/Patron+Accounting+LLP/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d199423fc42b7:0xa88fd0b5ea891089!8m2!3d28.4149748!4d77.0882667!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBD2FjY291bnRpbmdfZmlybeABAA!16s%2Fg%2F11h0hjh31n"
"FileMyReturn, Venture of Rai Tax Consultants","404, 4TH FLOOR Galleria Towers, DLF Galleria Rd, DLF Phase IV, Gurugram, Haryana 122009","099100 11642","http://www.filemyreturn.co.in/","4.6","4","Tax consultant","Wednesday9:30 am–6:30 pm","","false","https://www.google.com/maps/place/FileMyReturn,+Venture+of+Rai+Tax+Consultants/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390ce4a0e7695c79:0xbca347967d988281!8m2!3d28.4671659!4d77.0814039!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBDnRheF9jb25zdWx0YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5JZVdWRVdraEJFQUXgAQD6AQUI4QEQSw!16s%2Fg%2F1q62grrf1"
"KKS Capital: CA Firm In Gurgaon | Tax Consultants In Gurgaon","2ND Floor, HUDA Market, SCO 12, near Bank of Maharashtra, Sector 23A, Gurugram, Haryana 122017","096540 73033","https://www.kkscapital.com/","4.9","4","Chartered accountant","Wednesday9:30 am–8 pm","","false","https://www.google.com/maps/place/KKS+Capital:+CA+Firm+In+Gurgaon+%7C+Tax+Consultants+In+Gurgaon/@28.4199891,76.9620661,13z/data=!4m10!1m2!2m1!1ssearch+query+accounting+Gurgaon+sector+43!3m6!1s0x390d198dee715f31:0x7572c9d7329c7179!8m2!3d28.5047029!4d77.0527639!15sCilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBHdXJnYW9uIHNlY3RvciA0M1orIilzZWFyY2ggcXVlcnkgYWNjb3VudGluZyBndXJnYW9uIHNlY3RvciA0M5IBFGNoYXJ0ZXJlZF9hY2NvdW50YW504AEA!16s%2Fg%2F11g6nhgfg6"
